homepage_url,snapshot_url,word_count,internal_link_count,image_count,has_team_page,has_product_page,error
http://www.vozeeme.com,http://web.archive.org/web/20100720044303/http://vozeeme.com/?,,,,,,Failed to extract features after retries
http://www.vquence.com.au,,,,,,,No snapshot found
http://vr1med.com,,,,,,,No snapshot found
http://www.vraimobile.com/,,,,,,,No snapshot found
http://vr1labs.com,,,,,,,No snapshot found
http://vrcade.com/,,,,,,,No snapshot found
http://www.vrapit.com,,,,,,,No snapshot found
http://alpha.vrchive.com/,,,,,,,No snapshot found
http://www.vringoinc.com,,,,,,,No snapshot found
http://www.vrcommerce.co,,,,,,,No snapshot found
http://vrentin.com/,,,,,,,No snapshot found
http://www.vrezey.com,,,,,,,No snapshot found
http://www.vrideo.com/,,,,,,,No snapshot found
http://www.vrlgroup.in/,,,,,,,No snapshot found
http://www.vroom.com,,,,,,,No snapshot found
http://www.vrse.com,,,,,,,No snapshot found
http://www.vriti.com,http://web.archive.org/web/20080531055006/http://www.vriti.com/,1.0,0.0,0.0,False,False,
http://vrstudios.com/,http://web.archive.org/web/20150821074013/http://vrstudios.com/,202.0,10.0,11.0,True,False,
http://www.vrt.fi,,,,,,,No snapshot found
http://www.vrtinsurance.com/,,,,,,,No snapshot found
http://www.all-evak.ru/,http://web.archive.org/web/20131127052730/http://www.all-evak.ru/,737.0,39.0,4.0,False,False,
http://vserv.com,,,,,,,No snapshot found
http://vsevcredit.ru,,,,,,,No snapshot found
http://www.vshore.com,,,,,,,No snapshot found
http://www.vrvana.com,http://web.archive.org/web/20140913041040/http://www.vrvana.com/,,,,,,Failed to extract features after retries
http://www.vsocial.com,,,,,,,No snapshot found
http://vsee.com,http://web.archive.org/web/20090513030049/http://www.vsee.com/,,,,,,Failed to extract features after retries
http://www.vsoftcorp.com,http://web.archive.org/web/20070531234837/http://www.vsoftcorp.com/,381.0,1.0,80.0,False,False,
https://vsporto.com,,,,,,,No snapshot found
http://www.vsnap.com,http://web.archive.org/web/20120505045243/https://vsnap.com/,,,,,,Failed to extract features after retries
http://www.vsware.ie,,,,,,,No snapshot found
http://www.vtsilicon.com,,,,,,,No snapshot found
http://www.vssmonitoring.com,,,,,,,No snapshot found
http://vtenterprise.com,,,,,,,No snapshot found
http://Www.vtago.com,,,,,,,No snapshot found
http://www.vtessepharma.com/,,,,,,,No snapshot found
http://vtap.com,,,,,,,No snapshot found
https://www.vthreat.com,,,,,,,No snapshot found
http://www.vtex.com.br/en/,,,,,,,No snapshot found
http://vtm2020.com,,,,,,,No snapshot found
http://vtion.de,,,,,,,No snapshot found
http://vtl-group.com,,,,,,,No snapshot found
http://vtxtechnology.com,,,,,,,No snapshot found
http://www.vubiquity.com,,,,,,,No snapshot found
http://www.vusecurity.com,,,,,,,No snapshot found
http://vubooo.com,,,,,,,No snapshot found
http://www.vucast.com,,,,,,,No snapshot found
http://www.vuclip.com,,,,,,,No snapshot found
http://www.vtrimonline.com,http://web.archive.org/web/20111004155702/http://www.vtrimonline.com/,,,,,,Failed to extract features after retries
http://www.vtxusa.com,http://web.archive.org/web/20140518104817/http://vtxusa.com/,,,,,,Failed to extract features after retries
http://www.vucomp.com,,,,,,,No snapshot found
http://www.vueling.com/es,,,,,,,No snapshot found
http://www.vuetechnology.com,,,,,,,No snapshot found
http://deepvu.co,,,,,,,No snapshot found
http://www.vuelogic.com/pages/index.jsp,,,,,,,No snapshot found
https://www.vuevent.com,,,,,,,No snapshot found
http://Vudu.com,http://web.archive.org/web/20050410011651/http://www.vudu.com/,,,,,,Failed to extract features after retries
https://www.vuga.fm/,,,,,,,No snapshot found
http://www.vuid.co,,,,,,,No snapshot found
http://www.vulamobile.com/,,,,,,,No snapshot found
http://www.guiavulevu.com,,,,,,,No snapshot found
http://www.vulpine.cc/uk/,,,,,,,No snapshot found
http://www.vulcun.com,,,,,,,No snapshot found
http://www.vufine.com,http://web.archive.org/web/20150214080140/http://vufine.com/,,,,,,Failed to extract features after retries
http://www.vulog.com,,,,,,,No snapshot found
http://vumanity.com,,,,,,,No snapshot found
https://www.vultr.com,,,,,,,No snapshot found
http://www.vumedi.com,,,,,,,No snapshot found
http://vunee.me/,,,,,,,No snapshot found
http://www.vungle.com,,,,,,,No snapshot found
http://vupoyntmedia.com,,,,,,,No snapshot found
http://vurb.com,,,,,,,No snapshot found
http://www.vuru.co,,,,,,,No snapshot found
http://www.vurv.com,https://web.archive.org/web/20031011025924/http://www.vurv.com,0.0,0.0,0.0,False,False,
http://www.vusay.com,,,,,,,No snapshot found
http://vusion.com,,,,,,,No snapshot found
http://vuze.com,,,,,,,No snapshot found
http://www.vuzix.com,,,,,,,No snapshot found
http://vuzit.com,,,,,,,No snapshot found
http://www.vyance.com,,,,,,,No snapshot found
http://vycorporation.com/,,,,,,,No snapshot found
http://www.vyatta.com,,,,,,,No snapshot found
http://vuvanalytics.com,http://web.archive.org/web/20140209111307/http://www.vuvanalytics.com/,,,,,,Failed to extract features after retries
http://www.vwise.com,http://web.archive.org/web/20081026075459/http://www.vwise.com/,,,,,,Failed to extract features after retries
http://www.vyclone.com,,,,,,,No snapshot found
http://vycormedical.com,,,,,,,No snapshot found
http://www.vydia.com,,,,,,,No snapshot found
http://vyomo.com,,,,,,,No snapshot found
http://www.vyome.in/,,,,,,,No snapshot found
http://vyou.com,,,,,,,No snapshot found
http://vyconenergy.com,http://web.archive.org/web/20091124052501/http://www.vyconenergy.com/,,,,,,Failed to extract features after retries
http://www.vyre.com,,,,,,,No snapshot found
http://vyteris.com,,,,,,,No snapshot found
http://vyrill.com/,,,,,,,No snapshot found
http://www.vysr.com,,,,,,,No snapshot found
http://www.vyopta.com,http://web.archive.org/web/20130129214311/http://www.vyopta.com/,,,,,,Failed to extract features after retries
http://vytmn.com,,,,,,,No snapshot found
http://www.vytronus.com,,,,,,,No snapshot found
http://vyu.com,,,,,,,No snapshot found
http://www.vyv.io,,,,,,,No snapshot found
http://vzaar.com,,,,,,,No snapshot found
http://vyulabs.com,http://web.archive.org/web/20150307043100/http://vyulabs.com/,55.0,6.0,5.0,False,False,
http://www.studivz.net,,,,,,,No snapshot found
http://www.vadetaxi.com.br,,,,,,,No snapshot found
http://www.wscouting.com,,,,,,,No snapshot found
http://www.vyykn.com,http://web.archive.org/web/20121130063351/http://vyykn.com/,,,,,,Failed to extract features after retries
http://www.wwcoms.com,,,,,,,No snapshot found
http://www.w2groupinc.com/,,,,,,,No snapshot found
http://w-locate.com,http://web.archive.org/web/20130506033600/http://www.w-locate.com,39.0,0.0,13.0,False,True,
http://books.wwnorton.com,,,,,,,No snapshot found
http://www.w5networks.com,,,,,,,No snapshot found
http://www.w4.com,,,,,,,No snapshot found
http://www.wabeebwa.com,,,,,,,No snapshot found
http://www.vundersports.com/,http://web.archive.org/web/20140409064153/http://vundersports.com/,,,,,,Failed to extract features after retries
http://www.wabisabiecofashionconcept.com,,,,,,,No snapshot found
http://www.wabrikworks.com,,,,,,,No snapshot found
http://www.wacai.com,,,,,,,No snapshot found
http://www.wable-systems.com,,,,,,,No snapshot found
http://wacul.co.jp/,,,,,,,No snapshot found
http://wabona.com,http://web.archive.org/web/20121217223717/http://wabona.com/,140.0,19.0,12.0,False,False,
http://www.waddapp.com,,,,,,,No snapshot found
http://www.wadecospecialties.com/,,,,,,,No snapshot found
http://www.wafergen.com,,,,,,,No snapshot found
http://www.waffl.com,,,,,,,No snapshot found
http://www.wadaro.com,http://web.archive.org/web/20070702165140/http://www.wadaro.com/,,,,,,Failed to extract features after retries
http://waffleme.com,,,,,,,No snapshot found
http://wadeandwendy.ai,http://web.archive.org/web/20151027042822/http://wadeandwendy.ai/,21.0,0.0,1.0,False,False,
http://waddleapp.com,http://web.archive.org/web/20110925013830/http://waddleapp.com/,,,,,,Failed to extract features after retries
http://www.wafu.us.com/,,,,,,,No snapshot found
http://www.wageworks.com,,,,,,,No snapshot found
http://www.wagwalking.com/,,,,,,,No snapshot found
http://www.wagaduu.com/#/,,,,,,,No snapshot found
http://waggl.it/,,,,,,,No snapshot found
http://www.wahanda.com,,,,,,,No snapshot found
http://www.wagonhq.com,,,,,,,No snapshot found
http://www.wagmob.com,,,,,,,No snapshot found
http://waitknowmore.com,,,,,,,No snapshot found
http://wagepoint.com,http://web.archive.org/web/20141205175856/http://wagepoint.com/?,,,,,,Failed to extract features after retries
http://www.wacai.com,,,,,,,No snapshot found
http://www.waitsup.com,,,,,,,No snapshot found
https://www.wahome.co.kr/,http://web.archive.org/web/20151016100033/http://wahome.co.kr/,,,,,,Failed to extract features after retries
http://www.wake-app.co/,,,,,,,No snapshot found
http://www.waitron.com,https://web.archive.org/web/20140106033919/http://www.waitron.com,187.0,0.0,0.0,False,False,
http://www.wakati.org,http://web.archive.org/web/20150512115052/http://www.wakati.org/,,,,,,Failed to extract features after retries
http://wakie.com,,,,,,,No snapshot found
http://wake.io,http://web.archive.org/web/20150817153222/https://wake.io/,,,,,,Failed to extract features after retries
http://www.wakemate.com,,,,,,,No snapshot found
http://www.wakondatech.com,,,,,,,No snapshot found
http://www.wakoopa.com,,,,,,,No snapshot found
http://www.wakozi.com,,,,,,,No snapshot found
http://www.wakingapp.com/,http://web.archive.org/web/20140620185547/http://www.wakingapp.com/,,,,,,Failed to extract features after retries
https://www.trywaldo.com/,,,,,,,No snapshot found
http://waldenbehavioralcare.com,,,,,,,No snapshot found
http://waldenspath.com/,,,,,,,No snapshot found
http://www.waldonetworks.com,,,,,,,No snapshot found
http://www.waku-waku.ne.jp/,http://web.archive.org/web/20130820172314/http://www.waku-waku.ne.jp/,,,,,,Failed to extract features after retries
http://www.wali.com,,,,,,,No snapshot found
http://www.waleteros.com,,,,,,,No snapshot found
http://www.walkbase.com,,,,,,,No snapshot found
http://www.walkeradvertising.com/,,,,,,,No snapshot found
http://walkby.com,https://web.archive.org/web/20110202211520/http://walkby.com,6.0,0.0,0.0,False,False,
http://walkabout.im,http://web.archive.org/web/20140306124202/http://www.walkabout.im/,47.0,0.0,3.0,False,False,
http://walkerandcompany.com,,,,,,,No snapshot found
http://walkhub.net/,,,,,,,No snapshot found
http://walkin.co,http://web.archive.org/web/20130329010338/http://walkin.co,,,,,,Failed to extract features after retries
http://www.walkme.com,,,,,,,No snapshot found
http://www.walkmo.re,,,,,,,No snapshot found
http://www.roomstorm.com,,,,,,,No snapshot found
http://www.wallstreethorizon.com,,,,,,,No snapshot found
http://walkscore.com,,,,,,,No snapshot found
http://walla.by,,,,,,,No snapshot found
http://www.walkin.to/,http://web.archive.org/web/20141111154119/http://www.walkin.to/,11.0,0.0,0.0,False,False,
http://us.wallapop.com/,,,,,,,No snapshot found
http://www.wallcompass.com,,,,,,,No snapshot found
http://wallarm.com,,,,,,,No snapshot found
http://wallbreakerdynamics.com,,,,,,,No snapshot found
http://www.trump.it,,,,,,,No snapshot found
http://www.wallflower.com,,,,,,,No snapshot found
http://www.walletkit.com,,,,,,,No snapshot found
http://walldress.com,,,,,,,No snapshot found
http://www.wallitapp.com,,,,,,,No snapshot found
http://www.walljam.com/,,,,,,,No snapshot found
http://wallmob.com,,,,,,,No snapshot found
http://www.wallept.com,http://web.archive.org/web/20130717105024/http://wallept.com,,,,,,Failed to extract features after retries
http://wallstr.ru,,,,,,,No snapshot found
http://wallstrip.com,,,,,,,No snapshot found
http://www.walltik.com,,,,,,,No snapshot found
http://www.wallix.com,http://web.archive.org/web/20071012132222/http://www.wallix.com/,,,,,,Failed to extract features after retries
http://www.Walls360.com,http://web.archive.org/web/20140914064001/http://www.walls360.com/,403.0,0.0,81.0,False,True,
http://www.wally.me,,,,,,,No snapshot found
http://reshoot.com/,,,,,,,No snapshot found
http://www.walnutalgorithms.com,,,,,,,No snapshot found
http://www.walque.com,,,,,,,No snapshot found
http://www.walmoo.com,,,,,,,No snapshot found
http://www.elyssafregori.com,,,,,,,No snapshot found
http://www.walvax.com,,,,,,,No snapshot found
http://wamba.com,,,,,,,No snapshot found
http://www.waltop.com,http://web.archive.org/web/20131122062600/http://www.waltop.com/,155.0,0.0,20.0,False,False,
http://www.wambiz.com,,,,,,,No snapshot found
http://www.wambloc.com,,,,,,,No snapshot found
http://www.waltznetworks.com,http://web.archive.org/web/20151029035411/http://www.waltznetworks.com/,,,,,,Failed to extract features after retries
http://iwanamaker.com,,,,,,,No snapshot found
http://www.wananchi.com,,,,,,,No snapshot found
http://www.wamenterprisesllc.com,http://web.archive.org/web/20111228072829/http://www.wamenterprisesllc.com/,,,,,,Failed to extract features after retries
http://onwander.com,,,,,,,No snapshot found
http://www.wandaorganic.com/,,,,,,,No snapshot found
http://www.wami.it,http://web.archive.org/web/20121023083007/http://www.wami.it/,,,,,,Failed to extract features after retries
http://www.wanderable.com,,,,,,,No snapshot found
http://www.wanda-group.com/,http://web.archive.org/web/20150101201037/http://www.wanda-group.com/,,,,,,Failed to extract features after retries
http://www.wanderful.com,,,,,,,No snapshot found
http://www.wanderlust.co.jp,,,,,,,No snapshot found
http://wandera.com,http://web.archive.org/web/20110202221642/http://wandera.com/,,,,,,Failed to extract features after retries
http://www.wanderu.com,,,,,,,No snapshot found
http://www.wandisco.com,,,,,,,No snapshot found
http://www.wanderfly.com,http://web.archive.org/web/20090509102323/http://www.wanderfly.com/,,,,,,Failed to extract features after retries
http://www.wandrian.com,,,,,,,No snapshot found
http://www.wangdaizhijia.com,,,,,,,No snapshot found
http://wanderio.com,http://web.archive.org/web/20131126071502/http://www.wanderio.com/,,,,,,Failed to extract features after retries
http://wanelo.com,,,,,,,No snapshot found
https://www.wannamigrate.com,,,,,,,No snapshot found
http://www.wangyou.com,,,,,,,No snapshot found
http://www.wlotx.com,,,,,,,No snapshot found
http://www.wandoujia.com,http://web.archive.org/web/20101231150251/http://wandoujia.com/,,,,,,Failed to extract features after retries
https://wannatok.com,http://web.archive.org/web/20141223010918/https://wannatok.com/,160.0,1.0,9.0,False,False,
http://WannadoLocal.com,,,,,,,No snapshot found
http://wannafun.ru/,,,,,,,No snapshot found
http://wannyi.com,,,,,,,No snapshot found
http://www.wanova.com,,,,,,,No snapshot found
http://www.wanshen.com/WebPage/MenuPage.aspx,,,,,,,No snapshot found
http://www.wantable.com,,,,,,,No snapshot found
http://www.wantmegetme.com,http://web.archive.org/web/20110526011901/http://www.wantmegetme.com/,178.0,4.0,1.0,False,False,
http://wannabiz.com/,http://web.archive.org/web/20110202224640/http://wannabiz.com/,,,,,,Failed to extract features after retries
http://wantboards.com,,,,,,,No snapshot found
http://wanted.co.kr/,,,,,,,No snapshot found
http://www.wantedanalytics.com,,,,,,,No snapshot found
http://wantful.com,,,,,,,No snapshot found
http://www.wantering.com,,,,,,,No snapshot found
http://wantr.com,,,,,,,No snapshot found
http://wantoo.io/,,,,,,,No snapshot found
http://www.rhymeduck.com/,,,,,,,No snapshot found
http://wantster.com,,,,,,,No snapshot found
http://wantworthy.com,,,,,,,No snapshot found
http://wantyapp.com,,,,,,,No snapshot found
http://www.waple.us,,,,,,,No snapshot found
http://www.wapiball.com,,,,,,,No snapshot found
http://rocketpun.ch/company/wapa,,,,,,,No snapshot found
http://www.wappa.com.br,,,,,,,No snapshot found
http://www.wanxue.cn,http://web.archive.org/web/20071217102420/http://www.wanxue.cn/,,,,,,Failed to extract features after retries
http://wappzapp.tv,,,,,,,No snapshot found
http://wap.3g.net.cn/,http://web.archive.org/web/20050122142522/http://wap.3g.net.cn/,,,,,,Failed to extract features after retries
http://www.wappwolf.com,http://web.archive.org/web/20100703123154/http://wappwolf.com/,125.0,0.0,4.0,False,False,
http://www.waps.cn,,,,,,,No snapshot found
http://www.warbler.com,,,,,,,No snapshot found
http://www.warbyparker.com,,,,,,,No snapshot found
http://www.4studio.cn/,,,,,,,No snapshot found
https://www.warducks.com/,,,,,,,No snapshot found
http://www.warp9inc.com,,,,,,,No snapshot found
http://www.waremakers.com,http://web.archive.org/web/20120401223929/http://www.waremakers.com/,21.0,0.0,3.0,False,False,
http://www.warpdrivebio.com,,,,,,,No snapshot found
http://www.waraireboswell.com,http://web.archive.org/web/20130523141822/http://waraireboswell.com/,,,,,,Failed to extract features after retries
http://www.warmhealth.com,http://web.archive.org/web/20091114073552/http://www.warmhealth.com/,1900.0,0.0,15.0,False,False,
http://warrant.ly,http://web.archive.org/web/20140325063220/http://www.warrant.ly/,230.0,0.0,0.0,False,False,
http://www.warrantylife.com,,,,,,,No snapshot found
http://warstuff.com,,,,,,,No snapshot found
http://www.warwickanalytics.com,,,,,,,No snapshot found
http://warwickaudiotech.com,,,,,,,No snapshot found
http://experiencewasabi3d.com,,,,,,,No snapshot found
http://www.warp.ly,http://web.archive.org/web/20130222042017/http://www.warp.ly/,,,,,,Failed to extract features after retries
http://wasabipro.com,,,,,,,No snapshot found
http://microfl.com,,,,,,,No snapshot found
http://medschool.wustl.edu,,,,,,,No snapshot found
https://washa.dk/,,,,,,,No snapshot found
http://www.warwickwarp.co.uk,http://web.archive.org/web/20080530030806/http://www.warwickwarp.co.uk/,,,,,,Failed to extract features after retries
http://www.washist.com,,,,,,,No snapshot found
http://www.wfbi.com/,,,,,,,No snapshot found
http://www.getwashio.com,,,,,,,No snapshot found
http://www.wasatchwind.com,http://web.archive.org/web/20080530001820/http://www.wasatchwind.com/,,,,,,Failed to extract features after retries
http://wasatchvapor.com,http://web.archive.org/web/20130307031035/http://www.wasatchvapor.com/,,,,,,Failed to extract features after retries
http://www.wassuplaundry.com,,,,,,,No snapshot found
http://www.urbanft.com/,,,,,,,No snapshot found
http://solution4tires.com/,,,,,,,No snapshot found
http://www.wasteremedies.com,,,,,,,No snapshot found
http://waste2tricity.com,,,,,,,No snapshot found
http://watchovermeapp.com,,,,,,,No snapshot found
http://www.watagame.com,,,,,,,No snapshot found
http://washlava.com/,http://web.archive.org/web/20150126034909/http://washlava.com/,,,,,,Failed to extract features after retries
http://watchdox.com,,,,,,,No snapshot found
http://www.kidswatcher.org,,,,,,,No snapshot found
http://www.wasteventures.org,http://web.archive.org/web/20120913035312/http://www.wasteventures.org/,,,,,,Failed to extract features after retries
http://www.watchfrog.fr,,,,,,,No snapshot found
http://www.watchfulsoftware.com,,,,,,,No snapshot found
http://www.watchguard.com,,,,,,,No snapshot found
http://www.watchfinder.co.uk/,http://web.archive.org/web/20140821230731/http://watchfinder.co.uk/,,,,,,Failed to extract features after retries
http://www.watchfit.com,http://web.archive.org/web/20130217194701/http://www.watchfit.com/,,,,,,Failed to extract features after retries
http://watchparty.tv,,,,,,,No snapshot found
http://watchsend.com,,,,,,,No snapshot found
http://watchup.com,,,,,,,No snapshot found
http://www.watchwith.com,,,,,,,No snapshot found
http://watergeneratingsystems.com,,,,,,,No snapshot found
https://www.watchmaster.com,http://web.archive.org/web/20141218150321/http://watchmaster.com/,,,,,,Failed to extract features after retries
http://www.waterinnovate.co.uk,,,,,,,No snapshot found
http://www.waterhealth.com,,,,,,,No snapshot found
http://waterbabiesthemusical.com/,,,,,,,No snapshot found
http://www.waterplanet.com,,,,,,,No snapshot found
http://wstbiocides.com,,,,,,,No snapshot found
http://www.waterbear.co.kr,,,,,,,No snapshot found
http://watersurveillance.com/,,,,,,,No snapshot found
http://www.waterzonetechnologies.com/,,,,,,,No snapshot found
https://www.watercluster.com/,https://web.archive.org/web/20150622020105/https://www.watercluster.com/,4.0,0.0,2.0,False,False,
http://waterfall.com,,,,,,,No snapshot found
http://www.watercove.com/,,,,,,,No snapshot found
http://waterdogtech.com,https://web.archive.org/web/20150511103115/http://waterdogtech.com,280.0,16.0,10.0,False,True,
http://www.watertogo.eu,http://web.archive.org/web/20140703233718/http://www.watertogo.eu/,,,,,,Failed to extract features after retries
http://www.waterfordmask.com/,,,,,,,No snapshot found
http://waterfrontmedia.com/,,,,,,,No snapshot found
http://www.waterlinedata.com/,,,,,,,No snapshot found
http://www.watermarkmedical.com,,,,,,,No snapshot found
http://www.watersmart.com,,,,,,,No snapshot found
http://waterstonepharma.com,,,,,,,No snapshot found
http://www.watertronix.co.uk,,,,,,,No snapshot found
http://watkinshire.co.uk,,,,,,,No snapshot found
http://www.waterplayusa.com,,,,,,,No snapshot found
http://watly.co/,,,,,,,No snapshot found
http://www.watsin.com.cn,,,,,,,No snapshot found
http://www.wb-hsm.com,,,,,,,No snapshot found
